Sentiment,Label
Simbagan a kada unga,neutral
Uno a katangian ni Emoy ag Kalbo .,neutral
Saring lugar sira nagiyan saka uno ginibo nira Nabua East .,neutral
Tauno raw ta sala su ginibo ku magbarkada .,neutral
A aktibong pagpapartisipar abang nagbabasa sa istorya ag pagtao sa reparo saka paguunga sa kompletong pangungusap nakakatabang para mas maiintindiyan a istoryang binabasa.,positive
Gibuwon Direksyon Pilion sa luog ka kawon a tamang simbag saka isurat a tamang simbag sa kanimong notebook.,neutral
Mabuot ag masinunodsunod na igin,positive
Gibuwon Direksyon Ipabayad sa paagi sa pagdrowing a sinasabi ka kada sitwasyon.,neutral
Gibuwon sa kanimong notebook,neutral
Siisay su magbarkada sa istorya .,neutral
"Kin ika si Emoy, gigibuwon mo su ginibo niya",neutral
Parte ka kawoy,neutral
Iniyanan ag ririgusan ni Emoy ag Kalbo,neutral
Paboritong gibuwon ka mga igin,neutral
Sa gilid na parte ka salog.,neutral
Darwang magbarkadang igin na lalaki.,neutral
Salog na malinig a tubig.,neutral
Dakulo a bunga ka bayabas.,neutral
Igin na naglalangoy,neutral
Sanga sa kawoy,neutral
maayos saka malinig a pagkadrowing,positive
Kumpleto kaya lang buko maayos ag malinig a pagkadrowing.,neutral
Kulang a pagka drowing.,negative
Diri tinapos a drowing.,negative
Diri naka drowing.,negative
Bilib na ko kanimo igin!,positive
Natapos mo a mga gibuwon kaya naman dyan Adi na a uri mong gibuwon,neutral
tugbungan mo sa tamang saritaon sa kurit para makumpleto mo a kaisipan na naturan mo ngowan.,positive
A myentras nagbabasa sa istorya ag pagtao sa saka sa kompletong pangungusap nakakatabang para mas maiintindiyan a istoryang binabasa.,positive
Pwede man maipaaabot a mga o naiisip mo sa paagi kasa istorya na kanimong nabasa o narungog.,positive
Depende ka drowing ka igin gamitun a rubrik sa pagtao sa marka.,neutral
maayos saka malinig a pagkadrowing.,positive
Kumpleto kaya lang buko maayos ag malinig a pagkadrowing.,neutral
Kulang a pagka drowing.,negative
Diri tinapos a drowing.,negative
Diri naka drowing.,negative
"Kwarter Modyul Basawun Mo, a Isturya Ko!",neutral
Dios maray na alduw kanimo!,positive
Siguro makusug a lawas mo nguwan ta namawoi ka kin tultol,positive
"kaya kung handa naika, magpuun na kita!",neutral
"Collective nouno pangngalang palansak usad na bauy sa grupo ka mga tawu, ayup o bagay na agku usad na klase.",neutral
Direksyon Pagkabitun a collective noun saka a ritratu na nasaluug ka kawun.,neutral
Isurat sa blangku a simbag,neutral
sapad sa batag,neutral
rawug sa santo,neutral
bulig sa batag,neutral
bugkus sa pechay,neutral
tumpuk sa sibuyas,neutral
Basawun a isturya sa ibaba ag simbagan a lambang unga,neutral
Igin na Maurut ni Edna .,neutral
Usad na bulan na sana ruluugan na sa eskwela!,neutral
bukung amu Nay .,neutral
Manoy Siyak ni habang nakatawa.,neutral
Napunuk habang nagiisip saka biglang nagsarita.Isi ko na Nay!,neutral
Umiiba ko ki Tatay sadtu sagpad udma.,neutral
"Kinaudmaan bitbit ni su darwang basket,saka nagsupung sa kopya.",neutral
Apun ng nagpauli si kaiba si Tatay niya.,neutral
Kamuyang ipinabayad ki Nanay niya su biribitbit niyang galin sa sagpad,positive
"Ibinaba niya su usad na basket sa manga, talong saka tulung bugkus sa antak.",neutral
Bitbit man ni Tatay niya su usad na sako sa kamote ag usad na latang mani.,neutral
Amu na di Nay su mga bunga ku itinanum ko sadtu sagpad ku iniba ku ki Tatay.,neutral
"Udma,pag naipabakal ku adi makabakalun na kita sa pirang pad sa papel, lapis saka usad na pades sa tsinelas ko",neutral
Nagkatangis si Nanay niya sa kamuyawan,neutral
Isay su igin sa isturya,neutral
Simbagan a mgaunga,neutral
Taunu ta mamundu si Nanay niya .,neutral
Mga unu su bitbit ni saka ni Tatay niya pagpauli sa baluy .,neutral
Paunu niya mababakal su mga kaipuwan niya sa eskwela .,neutral
Uno a mga babakalun niyang gamit sa pag eskwela .,neutral
"Kin ika , unu man gigibuwun mo para makatabang sa kagigin",neutral
"Ginagamit a collective noun para mapadali a pagsurat o pag sabi ka bilang ka tawu, ayup o bagay.",neutral
Direksyon Isurat a collective noun ka mga bagay o ayup na itinau.,neutral
Anapun a simbag sa luug ka kawun.,neutral
Nagbakal si Tatay sa usad na basket sa prutas,neutral
Nauuda su bagong padis sa tsinelas ko,neutral
"Nay, bakalan mo po ako sa usad na pad sa papel.",neutral
Naubus namu ni ate su usad na sapad sa batag,neutral
"Kim, kuun mo raw tabi su usad na rulyu tursidu ta migtayi ako.",neutral
Gamitun sa pangungusap a mga collective noun.,neutral
Isurat a simbag sa notbuk,neutral
bugkus sa rosa,neutral
utsaba sa bugas,neutral
rawug sa mangga,neutral
bulig sa batag .,neutral
Inug na a usad na na batag.,neutral
Pag pasko nagbabakal si Nanay sa darwang sa ubas.,neutral
Nakutkut ni Tatay a darwang sa kamote.,neutral
"Teacher, nauuda po su usad na ka tsinelas ko.",neutral
Magsurat sa limang iba pang collective noun saka gamitun sa sadiring pangungusap.,neutral
Pagsasanay Pangwakas na gawain Depende sa simbag ka igin,neutral
agko mga saritang magkatugma o agko rim,neutral
Magkatugma o Rima a bauy ka mga sasaritaon na paryu a tunog o basa sa uriyan.,neutral
"Mababayad ta a mga magkatugma o rima sa uriyan ka mga linya ka tula, bugtong, chant o rap.",neutral
"Sadit pa si Nini , Tattau ng magtayi .",neutral
Simbag ka bugtong lawa .,neutral
Penpen sadit na kuting.,neutral
Nagula kaabay ka gunting.,neutral
Unu a darwang magkatugmang sarita kuting gunting,neutral
Uda katapusan a pagulat ko Sa bakasyon lalo na a pasko Siguro pareyo ko man kamo Abot langit man a pamibi ninyo.,neutral
"Siguro usad na dupa a ngirit mo Kun naguuran na kin mga regalo Dakol pa a handa sa lamesa ninyo Ngamin ini mga paborito mo Diri pagpalampason a simbang gabi Mga marhay na bareta dara ka padi Inanyugon, isabuway ini pirmi Sigurado a bendisyon pirmeng arani .",neutral
A mga saritang inituman o highlighted binanaoy tang magkatugma o rima.,neutral
Nabayad ta a mga magkatugma o rima sa uriyan ka lambang linya ka bawat saknong ka tula.,neutral
Basawon a tula.,neutral
Pilion sa kawon a tamang nauudang sasaritaon tanganing makompleto a mga linya ka lambang saknong.,neutral
Tinawan ako sa lapis ko pinsan,neutral
Maaba adi saka mataba.,positive
isinurat ko a linya,neutral
Kabanga na sa taon.,neutral
Sa pagsurat ko pirmi kong kaabay a lapis ko,neutral
"Kaya ki Tatay bukong maul ol, Buko basang kanyang mapagal Ta iya kaya a parataha",positive
Magsurat sa alukut na repleksyon manungud ka naturan moginibu mo nguwan,neutral
Paggibong Tula Paganaran Mo!,neutral
"Alimbawa Tawo Frida, Pedro, Ken, Len Ayop upos, kambing, ayam, bayong Lugar Sto.",neutral
Basawon a mga sasaritaon sa unang kolum.,neutral
Tsekan kin saring kategorya sa pangngalan ini naiiba.,neutral
Pilion sa luog ka kawon a tamang sasaritaon na gagamiton sa pangungusap.,neutral
Pakikuko ka lapis ko ta migsurat ako,neutral
Si ano namamayo ka kanatong barangay,neutral
Nagiyan si Nanay sa ta migkuko sa modyul,neutral
Bawal kitang magluwas,negative
agugas kita pirmi sa kamot,neutral
Kumusta a pagsimbag mo Sari ika nasakitan Tauno Uno pa a mga gusto mong maturan,neutral
"Kwarter Module Ngaran saka Klase mo, Sabiyun Mo!.",neutral
"Matuturan mong gumamit sa mga sasabiyun na naglalarawan sa ayup, bagay, tawu, lugar o pangyayari.",neutral
Balikan su Naturan Unu adtu su pictograph Narurumruman pa ninyo Silngan a pictograph.,neutral
Simbagan a mga unga.,neutral
Unu a pinakapaboritong prutas .,neutral
Unu a pinakagatikut na prutas .,neutral
Pira a gustong magkaun sa prutas na batag .,neutral
Pira a gustong magkaun sa strawberry .,neutral
Pira a gustong magkaun sa avocado,neutral
Basawun mo a isturya ag simbagan a mga unga.,neutral
"Usad na alduw habang nag aagi agi a matabang igin na si Vina, nakabayad iya sa mga maduduag na inug na bayabas sadtu maiwas na natad ku kaabay na baluy niya.",neutral
Narisa niya na uda tawu kaya tinalun iya sadtu malaka ababang alad saka nagpanik sadtu puun sa bayabas.,neutral
"Habang nasa taas iya ku puun ku bayabas, nabayad iya ku mga ayam na maiisug saka matatarum a ngipun na nakabantay sadtu puun ku bayabas.",neutral
Maray ngani naabutan iya ku mabuut na kagsadiri kaya diri iya nakagat ku mga ayam na maduag saka agku matarum na ngipun.,neutral
Pinagsabiyan man iya na magsasabi sa susunod.,neutral
Diri dapat magbubuut.,neutral
Siisay a bida sa istorya,neutral
Uno a katangian ni Vina,neutral
Purbaran Mo Kuritan a mga sasaritaun na naglalarawan,neutral
"Tandaan Mo Adjectives a bauy ka mga sasaritaun na nagtatau sa paglalarawan sa ngaran sa tawu, bagay, ayup o pangyayari.",positive
"Nagsasabi adi sa kulur, kurti, pagkadakulu, namit, bilang ag itsura ka usad na tawu, bagay, ayup ag pangyayari.",neutral
Ebalwasyon Magtau sa sasaritaun na naglalarawan ka ritrato.,neutral
Uno su nabayad ni Vina,neutral
Unu a katangian ku mga bayabas na nabayad niya,neutral
Uno kanya nakabayad,neutral
Uno katangian ku mga ayam na nakabayad kanya,neutral
Unuunu su mga sasabiyunsasaritaun na ginamit sa paglalarawan,neutral
Unu bauy ka mga arug kan na sasaritaun,neutral
"A mga katangian ka tawu, bagay,ayup, lugar binabauy na saritang naglalarawan o panguri.",neutral
Mabuut a upus ni Roman,positive
Bago a bag ni Ben,positive
Alangkaw na babayi si Tes,positive
Magayun a banwaan na Nabua,positive
Mamuya su piyesta sadi barangay Lourdes.,positive
Purbaran Mo,neutral
Balikan su Naturan Kuritan a tamang saritang nagsasabi sa aksyon para ka sarita sa kawun.,neutral
Basawun a isturya sa kawun.,neutral
Magpabakuna Kita!,positive
Isturya ni Estefania E. Delloro Amay na nagisung si Mario.,positive
Eksayted kaya iyang umiba ki nanay sadtu Health Center,positive
nguwan na alduw migkaagku libreng pagbabakuna,neutral
Rinamgut niya su barkada niyang si Rico.,neutral
Naabtan niyang nagparatangis si Rico.,neutral
Unu ka ta nagtatangis Rico unga ni Mario.,neutral
"Abu akong umiba sadtu Health Center Mario, nakatatakut akong iniksyunan, sabi ni Rico.",negative
Diri ika kan makatakot ta iyan sana man an sa kagat sa sirum.,positive
Kaipuwan ta yan nganing agku kita proteksyon laban ka virus.,positive
"Kaya musna amigo, sadtu na kita Health Center.",positive
Dalidaling nagsalida si Rico.,neutral
Nagiba na sira ki nanay na nagpainiksyun.,neutral
Siisay a igin sa isturya,neutral
Mga alimbawa an sa mga saritang nagpapabayad sa aksyon o iwag.,neutral
Binabauy man ading pandiwa.,neutral
Silngan a mga ritrato.,neutral
Basawun a pangngusap tungkol ka ritrato.,neutral
Nagkakanta si Mina.,neutral
Nagtatangis si Noli.,neutral
Unu ginigibu ni Mina Noli A nagkakanta saka nagtatangis amo yan mga saritang nagsasabi sa aksyon o iwag.,neutral
Sari sira pigiyan,neutral
Unu ta nagtatangis si Rico,neutral
"Kin ika si Rico, Migpainiksyun ika ",neutral
Purbaran Mo Silngan a ritrato.,neutral
Ikawun a saritang nagsasabi o nagpapabayad sa aksyon o iwag sa pangungusap,neutral
Nagbabasa si tatay sa diyaryo.,neutral
. Nagaaling si Nena ka ngud niya.,positive
Amay na narigus si Manuel.,positive
Namiminwit sa salug si Simo,neutral
Nagpipinta ka baluy namo si Tang Rudy.,positive
" Tandaan Mo A mga sasaritaun na nagpapabayad o nagsasabi sa aksyon o iwag ka tawu, bagay o ayup binabauy na pandiwa.",positive
Bilugan a saritang nagpapabayad o nagsasabi sa aksyon o iwag,neutral
Nawatak su centavo ku igin sa sisu,negative
Nagluluto si Nanay Melba sa pamawan,positive
Nakaturug si Pedro sadtu sirung ku kawuy,neutral
Nagsagub si Nilo sadtu bubun,positive
. Maganang nagkakaun si Melba,positive
dapat maisiyan a lambang tunog ka mga letra.,positive
pwedeng pagabayon ngani makauman sa syllable o silaba anggan sa makagibo sa sasaritaon na agko kahulugan.,positive
Basawon a mga letra saka silaba sa luog ka kawon.,neutral
Magbilog sa limang sasaritaon.,neutral
Isurat a simbag sa papel.,neutral
Basawon a mga sasaritaon na nakasurat sa plaskard.,neutral
Silngan a mga ritrato.,neutral
Pagpadison a ngaran.,neutral
Ikonek gamit a linya.,neutral
Isurat sa ibaba a nauman na sasaritaon.,neutral
Uno a naturan mo sadi leksiyon,neutral
Unong tabang pa a kaipuwan mo tanganing mapauswag a naturan mo,neutral
"Ritrato saka Ngaran, Pagpadisun Mo!",neutral
"atatabang ini tanganing maging maray, madali saka usay a paggibo ka mga itinaong dapat gibuwon.",neutral
"Ginagamit man a mga sasaritaon arog ka sa tuo, sa wala, sa itaas, o sa ibaba.",neutral
Ibutang a kamot sa payo.,neutral
Magbilang anggan sa sampulo.,neutral
Ibaba na a kamot,neutral
pagpapayag sa ideya manungod sa usad na konsepto buko sana sa pasarita kundi pweding sa paagi ka pagdrowing o pasurat.,neutral
.Basawon a istorya sa ibaba,neutral
A bagyo taadi na.,negative
Maghanda na kita.,positive
Magirungog sa bareta.,positive
Mag tipon sa pagkaon.,positive
Ihanda a mga kaipuwan ta.,positive
Nganing magin ligtas kita.,positive
Sunudun a pinagigibo na direksyon .,positive
Magdrowing sa usad na dakulong bilog,neutral
.Isurat a ngaran mo sa bitnga ka bilog.,neutral
".Sa ibaba ka ngaran mo,magdrowing ika sa puso.",neutral
"Uno naturan mo sa leksyon Kin nadipisillan ika,unung tabang a kaipuwan mo tanganing makatuud ika sa leksyon",neutral
"Mayang na, Magbasa!",positive
Tunog ko Saritaon Mo!.,neutral
"Sa arualduw tang ginigibu, pirmi kitang sinasabiyan o nakababasa ka mga dapat gibun maging sa baluy o sa iskwilan",positive
a importante nakasusunod kita sa tama ka mga panuto o direksyon nganing diri kita ma sala,positive
Dapat intindiyun a mga saritang nagpapabayad sa aksyon na ginamit sa mga direksyon na pinagigibu.,positive
Balikan su Naturan Basawun a mga pangungusap.,neutral
Bilugan a mga saritang nagpapabayad sa aksyon sa pangungusap,neutral
Naglaba si Nanay Maring sadtu gripo sapun,positive
anguku sa igagatung si Tatay Arsing ag Manoy Ando sadtu bukid,positive
Kaamay na nagsaud nira ni Nanay ag ate nguwan,positive
Nagtanum kami sa talong sadtu garden na ginibu namu sa likod ka baluy,positive
Naggibo ko ku performance task sa Mother Tongue.,positive
Paginawan Mo Pag inawan saka sundun a mga pinagigibu.,positive
surat a letrang G sa ikatlong puso,neutral
" Sa ikawalong puso, isurat a letrang Y",neutral
"Sa ikalimang puso, isurat a letrang I",neutral
Uno nabilog ninyong saritaun,neutral
n A ginibu ninyo halimbawa sa pagsunod sa panuto o direksyon gamit a tamang saritaun na nagpapabayad sa aksyun o kilos.,neutral
Madaling matapos saka magiging tama a gibu kin naiintindiyan sa maray a pinagigibo ka usad na tawu maging sinasabi o nababasa.,neutral
Purbaran Mo Ibutang sa kawun a pinagigibu sa lambang direksyon,neutral
"Magdrowing sa bilog, bago mag drowing sa talinga.",neutral
Magdrowing sa ngabil,neutral
", kuluran sa pula bago mag butang sa mata",neutral
Kuluran su buk sa brown bago mag butang sa piruk,neutral
Magdrowing sa urung pagkatapos mag butang man sa ikaw sa talinga,neutral
"Bago magdrowing sa silver na kwintas, kuluran sa green su ikaw.",neutral
" Tandaan Mo Nganing lalo tang maintindiyan a mga panuto, amu adi mga dapat tandaan o Magirungug saka intindiwun a panutong sinasabi o direksyon.",positive
"Kin diri naintindiyan, magunga ka nagtatau sa panuto o direksyon.",positive
ibun a mga hakbang basi sa pagkakasunodsunod ka mga panuto.,neutral
Ebalwasyon Basawun saka intindiwun a mga pinagigibo,neutral
Isurat a kumpleto mong ngaran sa luug ka kawun.,neutral
Bilangun saka isurat a bilang ka letra sa ibaba ka kawun.,neutral
Magdrowing sa darwang bukid.,neutral
Sa bitnga ka darwang bukid magdrowing sa alduw.,neutral
Kuluran a drowing.,neutral
Idrowing a paborito mong pagkaun.,neutral
Isurat a ngaran ka pagkaun.,neutral
Magdrowing sa plato.,neutral
Idrowing a mga kinakaun mo pag ramrag.,neutral
Kuluran a drowing.,neutral
Magdrowing sa usad na bituun.,neutral
"Sa luug ka bituun, isurat a ngaran ka nanay mo.",neutral
Kuluran sa yellow a bituun.,neutral
Simbag Balikan su naturan .,neutral
Sa leksyon na adi makatutuud ika na magistorya galin sadtu narungug o nasilngan mong istorya.,positive
Mamumuya kamo kin kamo nakakaistorya sa tamang boses ag ekspresyon,positive
abiyun mo su ngamin na pangunahing karakter sa isturyang nabasa,neutral
Maiisturya mo king unung klaseng karakter agku sira,positive
Tandaan mo na dapat tama a pasunud sunud ku mga nangyari sa istorya pag dinoble mo ading inistorya,positive
"Sa pag istorya dapat agku tamang kusug sa boses, tamang ekspresyon ka lalawgun, king pwede ngani mag aksyon tanganing maray na silngan ag irunggun.",positive
Si Bokbok Manok ag Si Toti Kalapati Sinurat ni Malou V. Monte,neutral
" Mayna na amigang Bokbok, magkaun na kita, dadara ni Toti Kalapati sa amiga niya.",positive
"Ulat muna Toti titipunun ko pa su mga natuka kong paruy tanganing sadtu kita magkaun irarum ka kawuy, a sabi ni Bokbok Manok.",neutral
Magamigo si Bokbok Manok saka si Toti Kalapati.,positive
Pirmi sirang magkaiba dawa sari.,positive
Mamuya sirang nagaanap sa pagbuway.,positive
"Bilang magamigo , di hadlang a klasi ka baluy nira basta isi nira na magamigo sira.",positive
Usad na alduw mamuyang tinnugpa si Toti Kalapati kaabay si Bokbok Manok.,neutral
"Kumusta Bokbok, mayna ta dinaran ta ka sa pagkaun.",positive
Nakakuku ako sa inug na bayabas sadtu luyung baryo.,positive
Sadtu kadlagan.,neutral
"Wow salamat, amigang Toti.",positive
"Nagbuut mo na talaga, namumuyang sabi ni Bokbok Manok.",positive
"Arug man kan si Bokbok kin nakakuku sa pagkaun, binabauy niya si Toti kalapati tanganing magsabay sira sa pagkaun.",positive
"Toti kalapati mayna ta magkaun na kita, bauy ni Bokbok Manok.",positive
"Titun na ku Bokbok manok, sabi ni Toti Klapati.",positive
"Usad na alduw, biglang nagbago si Bokbok Manok.",negative
Diri na niya binabauy si Toti Kalapati kin sira migkaun.,negative
Diri na niya binabauy a kanyang amigang si Toti tanganing bangaan niya sa pagkaun.,negative
"Sa isip niya a pagkaun na naanap niya, kulang pa kanya kaya mas maduag a burus niya.",negative
Namalisyan ni Toti kasang di na iya kadi binabauy.,negative
Amigang Bokbok unu nangyari Taunu ta bihira mo na kung bauyun Pirmi ta kang inaanap Sari na su amiga ku na pirmi kong kaiba kin nagkakaun Kanasusupug ni Bokbok Manok na nagsabi sa kamaturan si Toti Kalapati Pasensya na ka Toti Kalapati,negative
diri tana ka binabauy kin migkaun ta kulang kanako tas maduag ako kaysa kanimo.,negative
"Patawarun mo ku,nasusupug na sabi ni Bokbok.",positive
Okay lang an naiintindiyan ta ka.,positive
Ta mas maduag ika talaga kaysa kanako.,positive
Sana sinabi mo pirmi.,positive
Pinapatawad ta na ka.,positive
C. Purbaran Mo Basawun a istorya sa ibaba saka simbagan a lambang unga.,neutral
Taunu ta Alwag a Badu ka Baka ag Piut a ka damulag Birik birik na sa pagkaguud su baka ag damulag.,neutral
Sobrang init ku panahon.,negative
Kanapapaha na nira pero di man binubutangan sa tubig su banyadira.,negative
"Naginit na, Pading Baka.",negative
Kanapapaha kuna!,negative
Reklamo ku damulag.,negative
Unu raw kaya ta pinuputul ka mga tawu a mga kawuy.,negative
Kin mainit lugud raug ta pa ka nilalaga.,negative
Padi magtagnaw kita sadtu salug.,neutral
"Nakakapasu a init, sabi ni baka.",negative
"Ay, gustu ku yan!",positive
Pero paunu Simbag ni damulag.,neutral
Alwag a pagkakaguud kanako.,negative
Ika unga ni Baka.,neutral
Kaya kung makabiliw.,neutral
Kanapapaha ko na pati.,negative
"Di basang kaya kita narumruman na tawan sa tubig ka amo ta, reklamo ni damulag.",negative
Nagsisiyak si Baka ta nakabiliw.,positive
Nagbibiliw sa pagkakaguud su damulag anggan sa makabiliw.,positive
Naginunaan sa pagdalagan su magamiga.,positive
Eksayted sirang marigus.,positive
Naginunaan sira sa paglugbu sadtu tubig.,positive
Naglanguy ag nagsinabugan sa tubig su darwa.,positive
Naaling sira sa paririgus kaya nalingawan nira su oras.,positive
Nabayad nira su pagabut ni Mang Juan kaya nagsiwit sa makusug .,positive
"Diri iya namumukpuk, nagsisiwit sana ka mga ataman niya.",positive
Narungug adi ni Damulag ag Baka.,positive
Nagiinunaan sira sa pagdalagan.,positive
Sa pagdalagan nira di na makainga inga si Damulag.,negative
Piut kaya a badu niya.,negative
Si Baka alwag su badu na naisupung.,neutral
Nagkabalyuwan palan sira sa badu.,neutral
Puun kadtu maluwag na su badu ni Baka ag piut na a badu ni Damulag.,negative
Simbagan a mga unga. . Siisay a bida sa binasang isturya,neutral
Siisay su naunang nagdadarang marigus,neutral
Sari narigus su Baka ag Damulag,neutral
Unu a dahilan ta narigus sira sa salu,neutral
Tanganing pirming malinig,positive
Kainuurasaan na nira,negative
Tanganing pirti iyang pagsilngan .,positive
Taunu ta nagkabalyuwan su Baka ag Damulag sa badu,neutral
nagmamadali sa pagsupung ku badu,neutral
Mas magayun su badu ko amiga niya,neutral
Nagbinalyuwan sira tanganing tanda ko pagiging magamiga nira.,positive
Tandaan kin iisturya utro a istoryang nabasa o narungug.,positive
Sabiyun mo su ngamin na pangunahing karakter sa isturyang nabasa,positive
Maiisturya mo king unung klaseng karakter agku sira. . Tandaan mo na dapat tama a pasunud sunod ku mga nangyari sa isturya pag dinoble mo ading iisturya. .,positive
"Sa pag iisturya dapat agko tamang kusug sa boses, tamang ekspresyon ka lalawgun, king puwede ngani mag aksyon tanganing maray na silngan ag irunggun.",positive
Ebalwasyon Galin sadtu istoryang kanimong binasa.,positive
Kaya mong utruwun nanggad su istorya Testingun mong iistorya nanggad a istorya.,positive
Kin naiistorya sa kumpleto magtau sa mga bituun.,neutral
Baydun sa ibaba.,neutral
Naiisturya sa kumpleto su isturyang napili.,positive
Diri naiisturya sa kumpleto.,negative
"Binabaoy man ading Cluster, pwedeng mabayad sa unaan, bitnga o uriyan ka sasaritaon.",neutral
Digraphs baoy ka kombinasyon ka darwang letra para magin usad na tunog.,neutral
rwang sasaritaon na pinagiba na agko bagong kahulugan.,neutral
Pagadalan a usipan ni Pedro saka ni Frida sa telepono.,neutral
Basawon sa usay a mga sasaritaon na agko kurit.,neutral
Kumusta Frida!,positive
si Pedro adi gusto ko kintana makingayamon kaninyo kaya lang bawal pa kitang magluwas nguwan.,neutral
Amo ngani Pedro.,neutral
Magsunod na lang kita para man adi kanato nganing maprotektan kita sa Covid.,positive
Saka magkaon kita sa prutas para kumusog a awak ta.,positive
Gusto ko naman ngani bumalik kita sa pagklase sa loog ka eskwelan.,positive
Opo tanganing makaiba ta na su mga kaklase anggan maestra.,positive
Maestra pati a gusto kong anapbuway pagdakulo ko.,positive
"Ika Pedro, uno man a gusto mo Gusto ko magin nars katabang ka doktor magataman sa nagkakailan",neutral
Gamiton ta a nagkapirang sasaritaon sa luog ka kawon nganing makabuo kita sa usad na pangungusap.,neutral
Tumbangpreso kamotengkawoy lakadbulan paratinda parauma .,neutral
Miglaga si Nanay sa nganing mabulong a ubo ko,neutral
Nagbakal ako ku sa isura,neutral
nagtatanom sa mga paroy nganing agko kita pagkaon.,neutral
Nababasa ngamin na sasaritaon na agko kurit anggan natapos a mga itinaong gibuwon.,neutral
Agko gatikot na sala sa pagbasa ka mga sasaritaon saka natapos a itinaong gigibuwon Kaipuwan pang pagtibayon a pagbasa sa mga sasaritaon saka pagsimbag ka mga gigibuwon.,neutral
"Sa leksyon na adi, sari ika nasakitan Tauno Uno pa a mga gusto mong maturan",neutral
"A Setting o Pinangyarihan a nagsasabi ka panahon, lugar saka kin kuno nangyari a istorya.",neutral
A Characters o Tauwan a nagsasabi ka mga importanteng tauwan sa istorya.,neutral
A Plot a nagsasabi ka mga pangyayari sa istorya.,neutral
Sa parteng mamamangno ka nagbabasa a problema saka solusyon ka problema.,neutral
Robot usad na klase sa ngayamnan sa mga igin na agko bateriya tanganing magiwag Pamudtuwan baoy ka pagkaon kin mudto Basawon mo di istorya pagkatapos simbagan a mga kaungaan sa ibaba.,neutral
Isurat sa papel a tamang simbag.,neutral
Nagdalagan si Rolly papaiyan sa tindan tanganing magbakal sa asin para ki Nanay.,neutral
Nagluluto kaya si Nanay niya sa pamudtuwan.,positive
Namangno niya si Cris na barkada niya sadto upod ko tindan na agko darang robot.,neutral
Naibog si Rolly ku bagong ngayamnan ni Cris.,neutral
Agko ika babakalon biglang unga ni Tiya Maria .,neutral
Sinilngan ni Rolly si Tiya Maria na kaamo sa blangko su kanyang lalawgon.,neutral
Nalingawan kaya niya su iminanda kanya ni Nanay niya.,negative
Inunga iya ni Tiya Maria kin uno ginigibo ni Nanay niya.,neutral
Napangirit si Rolly.,positive
"Nagluluto po iya sa pamudtuwan, simbag ni Rolly.",positive
Pinapaba kal po ako niya sa asin.,neutral
Nagpasalamat si Rolly sa pagtabang ni Tiya Maria na marumruman niya su iminanda kanya ni Nanay niya.,positive
Sari pangyari su istorya,neutral
Kuno nangyari su istorya,neutral
A problema saka solusyon amo nagsasabi ka plot ka istorya.,neutral
Direksiyon Basawon a talata.,neutral
Simbagan mo a mga unga sa ibaba ka istorya.,neutral
Isurat a tamang simbag sa papel.,neutral
Sabado sa apon.,neutral
Nagbisita sira Jenny saka Joyce sadto ki Lolo nira.,positive
"Ka gusto ko talaga sadi lugar na adi, sabi ni Jenny.",positive
"Makangangalas a mga kawoy, sabi ni Joyce Lang rambong ka mga bunga.",positive
"Mayna, magiyan kita sadto kawoy na paborito ko, sabi pa ni Joyce.",positive
"Kadakol kadto bunga, gusto kong manggiro, kaya lang diri ku abot a mga bunga.",positive
Siisay su mga karakter sa istorya,neutral
"A mga karakter sa istorya amo sira Rolly, Nanay, Chris saka Tiya Maria",neutral
saka kuno amo nagsasabi ka setting o pinagyariyan,neutral
Uno su problema sadto istorya,neutral
Nalingawan ni Rolly su babakalon niya,negative
Pauno nasolusyonan su problema,neutral
Pinagunga iya ni Tiya Maria tanganing marumruman niya su babakalon niya.,neutral
"Ulat ta kuon ko adto pantikdol, simbag ni Jenny",neutral
Sisay su mga nagbisita ki Lolo nira,neutral
Sari sira nagiyan,neutral
Uno su namamate nira mantang nagsisilong ku mga kakawoyan,neutral
Uno su problema sadto istorya,neutral
diri kaya sira makakuko sa bunga,negative
nauda kaya su basket nira,negative
nakamangno kaya sira sa sawa,negative
nalingawan kaya nirang magpaisi ki Lolo nira na minggiro sira .,negative
Pauno nira nasolusyonan su problema,neutral
Nagbalik sira sadto baloy ni Lolo nira,neutral
Naganap sira sa basket,neutral
Nagayat sira sa tabang,neutral
Nagkuko sira sa pantikdol,neutral
Magsurat sa alukot na repleksyon manungod ka naturan moginibo mo nguwan,neutral
"Para sa mga Kagigin o Tagagabay Tanganing lalong maging kapakipakinabang a modyul na adi sa kanatong mga igin, siguruwun na makapagtau sa oryentasyon sa mga eskwela, kagigin, o isay pa man na miyembro ka pamilya kin paunu gagamitun saka iingatan a modyul na adi.",positive
"Ipaisi na kaipuwan na magkaagku sadiring answer sheet a lambang eskwela para sa , mga pagsasanay saka Post Test.",positive
"Kin tapos nang simbagan a modyul na adi, iparumrum sa mga eskwela na ibalik tulus sa maestro o maestra para sa kaukulangt unguhin.",positive
Para saeskwela Ginibo a modyul na adi para kanimo.,positive
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi.,positive
Magayat sa tabang ka kanimong kagigin kin kinakaipuwan.,positive
"Isi ko, kayangkaya modi.",positive
Sigurado kong makatutuud saka mamumuya ka.,positive
