id,words,tags,polarity
2190,mabakunan,VB,1
2191,mabakunawan,VB,1
2192,mabalahibo,JJ,0
2193,mabalos,VB,1
2194,mabalus,VB,1
2195,mabasa,VB,0
2196,mabasol,VB,-1
2197,mabata,JJ,-1
2198,mabata,JJ,-1
2199,mabayaan,VB,-1
2200,mabayad,VB,1
2201,mabayaran,VB,1
2202,mabel,NN,0
2203,mabibisto,VB,1
2204,mabibistu,VB,1
2205,mabilug,JJ,0
2206,mabinarkada,JJ,1
2207,mabisto,VB,1
2208,mabistu,VB,1
2209,maboblay,JJ,-1
2210,maboot,JJ,1
2211,mabubuot,JJ,1
2212,mabubutang,VB,0
2213,mabubuut,JJ,1
2214,mabulong,VB,1
2215,mabuot,JJ,1
2216,mabutangan,VB,1
2217,mabuut,JJ,1
2218,mabuway,VB,1
2219,madadagusun,VB,-1
2220,madali,JJ,1
2221,madidisgustar,JJ,0
2222,madrikakaw,NN,0
2223,maduag,JJ,0
2224,maduduag,JJR,0
2225,madunung,JJ,-1
2226,maes,NN,0
2227,maestra,NNP,0
2228,maestro,NNP,0
2229,magabo,VB,0
2230,magagayon,JJ,1
2231,magagayun,JJ,1
2232,magalang,JJ,1
2233,magasi,VB,-1
2234,magatol,JJ,-1
2235,magatul,JJ,-1
2236,magayat,VB,0
2237,magayo,VB,1
2238,magayon,JJ,1
2239,magayun,JJ,1
2240,magbabaoy,VBG,0
2241,magbadu,VB,0
2242,magbakal,VB,1
2243,magbakal,VBG,1
2244,magbalos,VB,1
2245,magbaoy,VBG,1
2246,magbarag,VB,-1
2247,magbasa,VB,1
2248,magbatluy,VB,0
2249,magbatuk,VB,0
2250,magbayad,VB,1
2251,magbayad,VBG,1
2252,magbayle,VB,0
2253,magbayli,VB,0
2254,magbilang,VB,0
2255,magbilog,VB,0
2256,magbinsir,VB,0
2257,magbirik,VB,0
2258,magbisa,VB,1
2259,magbubu,VB,1
2260,magbubuut,VBD,-1
2261,magbutang,VB,0
2262,magdakulu,VB,0
2263,magdalagan,VB,0
2264,magdalagan,VBG,1
2265,magdali,VB,-1
2266,magdara,VB,1
2267,magdrawing,VB,0
2268,magdrowing,VB,0
2269,magdruwing,VB,0
2270,magduag,VB,0
2271,magdugkal,VB,0
2272,maggalin,VB,-1
2273,maggamit,VB,0
2274,maggibo,VB,1
2275,maggibu,VB,1
2276,maggisong,VBD,1
2277,maggradwar,VB,1
2278,magguno,VBG,1
2279,maghanda,VB,1
2280,magibo,VB,1
2281,magibu,VB,1
2282,magigibo,VB,1
2283,magigibu,VB,1
2284,magigibung,VB,0
2285,magingoto,VBG,1
2286,maginit,VBG,1
2287,magiru,VB,1
2288,magisong,VB,1
2289,magisung,VB,1
2290,magiyan,VB,1
2291,magka,VB,0
2292,magkaagko,VB,1
2293,magkaagku,VB,1
2294,magkabayad,VB,1
2295,magkabinutan,VBD,1
2296,magkadamay,VBD,1
2297,magkaiba,VBD,1
2298,magkaibang,VBD,-1
2299,magkailang,VBD,-1
2300,magkainintindiyan,VBD,1
2301,magkakaon,VB,1
2302,magkakaparyu,VB,0
2303,magkakasunod,VB,0
2304,magkakatabang,VB,1
2305,magkaklase,VB,0
2306,magkalkag,VBG,1
2307,magkalot,VBG,1
2308,magkamatuod,VB,1
2309,magkambal,NN,0
2310,magkandidato,NN,0
2311,magkaon,VB,1
2312,magkapadis,JJ,0
2313,magkaparehas,JJ,0
2314,magkaparyo,JJ,0
2315,magkaparyong,JJ,0
2316,magkaparyu,JJ,0
2317,magkaparyung,JJ,0
2318,magkaraluwas,VB,-1
2319,magkaroon,VB,1
2320,magkarukot,VB,0
2321,magkatunug,VB,0
2322,magkaun,VB,1
2323,magkauusad,VB,1
2324,magkuko,VB,-1
2325,magkuku,VB,-1
2326,magkukuko,VBD,-1
2327,magkulug,VB,-1
2328,magkumbinsi,VB,1
2329,magkumbinsir,VB,1
2330,magkumpara,VBD,-1
2331,magkunsumo,VB,-1
2332,magkurukumpara,VB,-1
2333,maglaba,VB,1
2334,maglaba,VBG,1
2335,maglabar,VB,1
2336,maglaku,VB,1
2337,maglalaba,VB,1
2338,maglalaku,VB,0
2339,maglangkaw,VB,1
2340,maglangoy,VB,0
2341,maglanguy,VB,0
2342,maglarawan,VB,0
2343,maglastiku,VB,-1
2344,maglayog,VBG,1
2345,maglikay,VB,1
2346,maglimpya,VB,1
2347,maglinig,VB,1
2348,maglinya,VB,1
2349,maglista,VB,1
2350,magloog,VB,1
2351,maglukso,VB,0
2352,magluluto,VB,1
2353,maglunad,VB,1
2354,magluog,VB,1
2355,magluto,VB,1
2356,magluto,VBG,1
2357,magluwas,VB,0
2358,magmadiyon,NN,0
2359,magmangno,VB,1
2360,magmarka,VB,0
2361,magmirindal,VB,1
2362,magngasa,VB,-1
2363,magngayamon,VB,0
2364,magngayamon,VBG,1
2365,magngayamun,VB,0
2366,magngitngit,VB,-1
2367,magngud,NN,0
2368,magngungod,NN,0
2369,magngungud,NN,0
2370,magnon,VB,0
2371,magpabakal,VB,0
2372,magpabakuna,VB,1
2373,magpabisto,VB,1
2374,magpabooster,VB,1
2375,magpadagos,VB,1
2376,magpadagus,VB,1
2377,magpadalagan,VB,0
2378,magpaingalo,VB,1
2379,magpaisi,VB,1
2380,magpakaisi,VB,1
2381,magpalabus,VB,1
2382,magpalayog,VB,0
2383,magpaliwanag,VB,1
2384,magpalupad,VB,0
2385,magpamuya,VB,1
2386,magpanik,VB,-1
2387,magpaparakaon,VB,-1
2388,magparakaun,VB,-1
2389,magparalibut,VB,-1
2390,magparaluwas,VB,-1
2391,magparaturog,VB,-1
2392,magpartisipar,VB,1
2393,magpasalamat,VB,1
2394,magpasyar,VB,1
2395,magpatabang,VB,0
2396,magpatagak,VB,-1
2397,magpatakod,VB,0
2398,magpatanid,VB,1
2399,magpatawad,VB,1
2400,magpaturok,VB,1
2401,magpavideo,VB,0
2402,magpili,VB,0
2403,magpili,VBG,1
2404,magpirmi,VB,0
2405,magpoon,VB,1
2406,magpraktis,VB,1
2407,magpreparar,VB,1
2408,magpunas,VB,1
2409,magpundu,VB,-1
2410,magpuon,VB,0
2411,magpuun,VB,0
2412,magraan,VB,-1
2413,magrabong,VB,-1
2414,magrabung,VB,-1
2415,magrakit,VB,0
2416,magrani,VB,1
2417,magrapo,VB,1
2418,magrapu,VB,1
2419,magrara,VB,0
2420,magrarabong,VB,-1
2421,magrarabung,VB,-1
2422,magrosaryo,VB,1
2423,magrurugop,VB,1
2424,magsabay,VB,1
2425,magsabi,VB,1
2426,magsagub,VB,1
2427,magsagug,VB,1
2428,magsalida,VB,1
2429,magsapalaran,VB,1
2430,magsapna,VB,1
2431,magsapoy,VBG,1
2432,magsarita,VB,1
2433,magsasabi,VB,1
2434,magsigarilyo,VB,-1
2435,magsigarilyu,VB,-1
2436,magsigariyu,VB,-1
2437,magsilong,VBG,1
2438,magsilung,VB,0
2439,magsimba,VB,1
2440,magsimbag,VB,-1
2441,magsinuludan,VB,-1
2442,magsipilyo,VB,1
2443,magsisimba,VB,1
2444,magsisipilyo,VB,1
2445,magsolo,VBG,1
2446,magsosolo,VB,0
2447,magsulo,VBG,1
2448,magsunod,VB,1
2449,magsunud,VB,1
2450,magsupong,VB,1
2451,magsupung,VB,1
2452,magsurat,VB,0
2453,magtabang,VB,1
2454,magtabid,VB,0
2455,magtagnaw,VB,-1
2456,magtangis,VB,-1
2457,magtanom,VB,1
2458,magtanom,VBG,1
2459,magtanum,VB,1
2460,magtao,VB,1
2461,magtao,VBG,1
2462,magtapos,VB,1
2463,magtaptap,VB,1
2464,magtataas,VB,0
2465,magtatabang,VB,1
2466,magtau,VB,1
2467,magtaung,VB,1
2468,magtawa,VB,0
2469,magtawub,VB,0
2470,magtayi,VB,0
2471,magtilad,VBG,1
2472,magtimpla,VB,0
2473,magtinabangan,VB,1
2474,magtinda,VB,1
2475,magtindog,VBG,1
2476,magtipun,VB,1
2477,magtrabawo,VB,1
2478,magtrabawu,VB,1
2479,magtrapo,VB,1
2480,magtubu,VB,1
2481,magtugtog,VB,0
2482,magtula,VB,0
2483,magtut,VB,0
2484,magtutturo,VB,1
2485,magtuturo,VB,1
2486,magtuturu,VB,1
2487,magubat,VB,-1
2488,magubat,VBG,1
2489,magubatan,VB,-1
2490,magugas,VBG,1
2491,magugubat,VB,-1
2492,magugustuwan,VB,1
2493,magula,VBG,1
2494,magulowan,VB,-1
2495,magurang,VB,0
2496,magustuwan,VB,1
2497,magwawasto,VB,1
2498,magyamon,VB,0
2499,mahalaga,VB,1
2500,mahalagang,VB,1
2501,maibabakal,VB,1
2502,maibalik,VB,1
2503,maibog,VB,-1
2504,maibog,VBG,1
2505,maidrowing,VB,1
2506,maiintindiyan,VB,1
2507,maiisiyan,VB,1
2508,maiistorya,VB,1
2509,maiisug,VB,-1
2510,maiiwasan,VB,1
2511,mailalarawan,VB,1
2512,mailang,VB,-1
2513,mailayog,VB,0
2514,maimpis,NN,-1
2515,maingpis,NN,-1
2516,maintidiyan,VB,1
2517,maintindihan,VB,1
2518,maintindiyan,VB,1
2519,maipaaabot,VB,1
2520,maipaabot,VB,1
2521,maipaabut,VB,1
2522,maipabayad,VB,1
2523,maipadagos,VB,1
2524,maipagpadagos,VB,1
2525,maipahayag,VB,1
2526,maipaliwanag,VB,1
2527,maipapaayag,VB,1
2528,mairak,VB,1
2529,mairam,VB,-1
2530,mais,NN,0
2531,maisabi,VB,1
2532,maisalbar,VB,1
2533,maisasagibo,VB,1
2534,maisasaysay,VB,1
2535,maisihan,VB,1
2536,maisiwan,VB,1
2537,maisiyan,VB,1
2538,maisog,VB,-1
2539,maispid,VB,1
2540,maistra,NNP,0
2541,maisug,VB,-1
2542,maisurat,VB,1
2543,maisusurat,VB,1
2544,maita,VB,0
2545,maitatau,VB,1
2546,maitau,VB,1
2547,maitaung,VB,1
2548,maitom,VB,0
2549,maitum,VB,0
2550,maiuugnay,VB,1
2551,maiwag,VB,-1
2552,maiwas,VB,1
2553,maiwasan,VB,1
2554,makaabot,VB,1
2555,makaanap,VB,1
2556,makaati,VB,-1
2557,makaatindir,VB,1
2558,makaayat,VB,1
2559,makabakal,VB,1
2560,makabakalun,VB,1
2561,makabalik,VB,1
2562,makabalyu,VB,1
2563,makabasa,VB,1
2564,makabatluy,VB,1
2565,makabayad,VB,1
2566,makabiliw,VB,-1
2567,makabilog,VB,0
2568,makabuo,VB,1
2569,makagat,VB,-1
2570,makagibo,VB,1
2571,makagibu,VB,1
2572,makagigibu,VB,1
2573,makaiba,VB,1
2574,makaibitar,VB,1
2575,makaiiwas,VB,1
2576,makaiwas,VB,1
2577,makaiyan,VB,1
2578,makakaabot,VB,1
2579,makakaabut,VB,1
2580,makakaiba,VB,1
2581,makakakuku,VBG,1
2582,makakaon,VBG,1
2583,makakatabang,VBG,1
2584,makakatuud,VBG,1
2585,makakauman,VBG,1
2586,makakaun,VBG,1
2587,makakaya,VBG,1
2588,makakuko,VBG,1
2589,makakuku,VBG,1
2590,makakukuku,VBG,1
2591,makakukulog,VBG,-1
2592,makalagpas,VB,1
2593,makalangkaw,VBV,0
2594,makalayog,VB,0
2595,makalikay,VB,1
2596,makaliligtas,VB,1
2597,makalilikay,VBG,1
2598,makalingaw,VB,-1
2599,makalulupad,VB,0
2600,makaluluto,VB,1
2601,makalunad,VB,1
2602,makaluog,VB,1
2603,makaluwas,VB,0
2604,makamati,VB,-1
2605,makamit,VB,1
2606,makamumuya,VBG,1
2607,makangayamon,VB,1
2608,makanos,JJ,-1
2609,makanus,JJ,-1
2610,makaon,VB,0
2611,makapaayag,VB,1
2612,makapagpartisipar,VB,1
2613,makapagpasalamat,VB,1
2614,makapagresearch,VB,1
2615,makapagserbi,VB,1
2616,makapagsimba,VB,1
2617,makapagtao,VB,1
2618,makapagtau,VB,1
2619,makapagtrabawo,VB,1
2620,makapalista,VB,1
2621,makapamasyar,VB,1
2622,makapangyarihang,VB,1
2623,makapapasar,VBP,1
2624,makapasar,VB,1
2625,makapauli,VB,1
2626,makaptan,VB,1
2627,makapuon,VB,1
2628,makapusa,VB,1
2629,makarapo,VB,1
2630,makararaot,VB,-1
2631,makaraug,VB,0
2632,makarukot,VB,0
2633,makarungug,VB,1
2634,makasimba,VB,1
2635,makasimbag,VB,1
2636,makaskas,VB,0
2637,makasunod,VB,1
2638,makasurat,VB,1
2639,makasusulug,VB,0
2640,makasusunod,VB,1
2641,makatabang,VB,1
2642,makatakot,VB,-1
2643,makatapos,VB,1
2644,makatatabang,VBP,1
2645,makatau,JJ,1
2646,makatindug,VB,1
2647,makatipid,VB,1
2648,makatipun,VB,1
2649,makatitipon,VBP,1
2650,makatood,VB,1
2651,makatuod,VB,1
2652,makatutuod,VBP,1
2653,makatutuud,VBP,1
2654,makatutuudun,VBP,1
2655,makatuud,VB,1
2656,makauli,VB,1
2657,makaumaliw,VB,-1
2658,makauman,VB,1
2659,makauuman,VBP,1
2660,makawuy,NN,0
2661,makaya,VB,1
2662,makiiba,VBG,1
2663,makilabus,VBG,1
2664,makinaon,VBG,-1
2665,makingayamon,VBG,1
2666,makinis,JJ,1
2667,makintab,JJ,1
2668,makipagtabangan,VBP,1
2669,makipista,VBP,1
2670,makiusad,VBP,1
2671,makokolor,JJ,1
2672,makolor,JJ,1
2673,makompleto,VB,1
2674,makuapo,NN,0
2675,makuko,VB,1
2676,makuku,VB,1
2677,makukuko,VBP,1
2678,makukuku,VBP,1
2679,makukulor,JJR,1
2680,makukulur,JJR,1
2681,makukusog,JJR,1
2682,makulog,JJ,-1
2683,makulog,JJ,-1
2684,makulor,JJ,1
2685,makulug,JJ,-1
2686,makulur,JJ,1
2687,makumpleto,VB,1
2688,makuntento,VB,1
2689,makusa,JJ,-1
2690,makusa,JJ,-1
2691,makusog,JJ,1
2692,makusog,JJ,1
2693,makusug,JJ,1
2694,malaanghel,JJ,1
2695,malabanan,VB,0
2696,malabo,JJ,-1
2697,malabusan,VB,0
2698,malakaalup,JJS,-1
2699,malakabisto,JJS,1
2700,malakadakol,JJS,1
2701,malakasasadit,JJS,-1
2702,malakbang,JJ,1
2703,malakbang,JJ,1
2704,malaktaw,VB,0
2705,malakwat,JJ,0
2706,malala,JJ,-1
2707,malalain,JJ,0
2708,malanglinaw,JJR,1
2709,malas,NN,-1
2710,malay,UH,0
2711,malibung,VB,-1
2712,malikayan,VB,1
2713,maliksi,JJ,1
2714,maliksi,JJ,1
2715,maliksing,JJ,1
2716,malilibung,VB,-1
2717,malilingawan,VB,-1
2718,malilipunguw,VB,1
2719,malinaw,JJ,1
2720,malingawan,VB,-1
2721,malingawan,VB,-1
2722,malinig,JJ,1
2723,malinigan,JJ,1
2724,malipat,VB,-1
2725,malipungow,JJ,-1
2726,malipunguw,JJ,-1
2727,malisyahan,VB,0
2728,maliwanag,JJ,1
2729,malulumos,VB,-1
2730,malulumus,VB,-1
2731,malulunadan,NN,0
2732,malumok,JJ,1
2733,malumos,VB,-1
2734,malumuk,JJ,1
2735,malunadan,NN,0
2736,malungsi,JJ,-1
2737,malusog,JJ,1
2738,maluwag,JJ,0
2739,maluya,JJ,-1
2740,maluyang,JJ,-1
2741,mama,NN,0
2742,mamadil,VB,-1
2743,mamalon,JJ,0
2744,mamamangno,VB,0
2745,mamamati,VB,0
2746,mamamatian,VB,-1
2747,mamamayan,NN,0
2748,mamangnuwun,VB,0
2749,mamantinir,NN,0
2750,mamasol,JJ,0
2751,mamasyar,VB,1
2752,mamati,VB,0
2753,mamaun,NN,0
2754,mamawuw,NN,1
2755,mamira,NN,0
2756,mamubu,VB,1
2757,mamumuya,VBD,1
2758,mamundo,VBP,-1
2759,mamundu,VPD,-1
2760,mamurot,VB,0
2761,mamurut,VB,0
2762,mamuya,VB,1
2763,manaban,VB,-1
2764,manaklut,VB,-1
2765,manalangin,VB,1
2766,manamit,VB,1
2767,mananamitan,VBP,0
2768,manay,NN,0
2769,manda,VB,0
2770,mangadyi,VB,1
2771,mangangadyi,VB,1
2772,mangaranan,VB,0
2773,mangayamon,VB,0
2774,mangayamun,VB,0
2775,mangayat,VB,0
2776,mangga,NN,0
2777,manggana,VB,1
2778,manggiro,VB,1
2779,manggiru,VB,1
2780,manggisong,VB,-1
2781,manggisung,VB,-1
2782,manggutus,VB,-1
2783,mangitngit,JJ,-1
2784,mangiyamun,VB,1
2785,mangnun,VB,0
2786,mangnuwon,VB,0
2787,mangnuwun,VB,0
2788,mangorol,JJ,-1
2789,manguku,VB,0
2790,mangurul,JJ,-1
2791,manigarilyo,VB,-1
2792,maniggid,VB,1
2793,manipis,JJ,-1
2794,maniwang,JJ,0
2795,maniwang,JJ,-1
2796,manlain,VB,0
2797,manlainlain,JJ,0
2798,manok,NN,0
2799,manrakop,VB,-1
2800,manrakup,VB,-1
2801,manraraut,JJ,-1
2802,mansanas,NN,0
2803,mantang,UH,0
2804,mantikilya,NN,0
2805,mantinir,VB,0
2806,mantinirun,VB,0
2807,mantsa,NN,-1
2808,manukray,VB,0
2809,manungod,NN,0
2810,manungud,NN,0
2811,manunungud,VB,0
2812,maogma,JJ,1
2813,mapa,NN,0
2814,mapadagos,VB,0
2815,mapadakol,VB,1
2816,mapadali,VB,1
2817,mapagagayon,VB,1
2818,mapagal,JJ,-1
2819,mapagayon,VB,1
2820,mapagkabit,VB,1
2821,mapagkuan,NN,1
2822,mapagkuanan,NN,1
2823,mapagkukunan,NN,1
2824,mapagkunan,NN,1
2825,mapagpadis,VB,1
2826,mapagpayaba,JJ,1
2827,mapagpayabang,JJ,-1
2828,mapagsunud,VB,1
2829,mapait,JJ,-1
2830,mapait,JJ,-1
2831,mapakaray,JJ,1
2832,mapaknit,VB,-1
2833,mapakukusog,VB,1
2834,mapalutaw,VB,1
2835,mapamutang,NN,1
2836,mapapaalukot,JJ,-1
2837,mapapalawig,VBP,1
2838,mapapatumba,VBP,-1
2839,mapapauswag,VBP,1
2840,mapapribado,JJ,0
2841,mapasari,NN,0
2842,mapasensya,JJ,1
2843,mapasunud,VB,1
2844,mapatibay,NN,1
2845,mapauswag,VB,1
2846,mapili,VB,-1
2847,mapinayaba,JJ,1
2848,mapinayabang,JJ,1
2849,mapipili,VB,-1
2850,mapraktis,VB,1
2851,mapreskong,JJ,1
2852,maproteksiyonan,VB,1
2853,maprotektan,VB,1
2854,mapuknit,VB,-1
2855,mapula,JJ,0
2856,mapulut,JJ,-1
2857,mapupundo,JJ,-1
2858,mapupurbaran,JJ,0
2859,mapuputing,JJ,0
2860,mapuputol,JJ,-1
2861,mapusa,VB,-1
2862,mara,JJ,0
2863,marahay,NN,1
2864,marakup,VB,-1
2865,marambung,JJ,1
2866,maraot,VB,-1
2867,maraot,JJ,-1
2868,marapak,VB,-1
2869,mararaut,JJ,-1
2870,mararay,JJ,1
2871,maraut,JJ,-1
2872,maray,NN,1
2873,maray,JJ,1
2874,maraya,UH,-1
2875,mareresibe,VBV,1
2876,maresolbaran,VB,1
2877,marespeto,VB,1
2878,marhay,JJ,1
2879,maribok,JJ,-1
2880,maribuk,JJ,-1
2881,marigos,VB,1
2882,marigos,VB,1
2883,marigoso,NN,0
2884,marigus,VB,1
2885,mariguso,NN,0
2886,marigusu,NN,0
2887,maringgaw,JJ,-1
2888,marinumrom,JJ,1
2889,marinumrum,JJ,1
2890,maririgus,VB,1
2891,maririsibi,VB,1
2892,markahan,VB,1
2893,markan,VB,1
2894,markawan,VB,1
2895,marugangan,VB,1
2896,marumruman,VB,1
2897,marungog,VB,1
2898,marungog,VB,1
2899,marungug,VB,1
2900,marurit,JJ,-1
2901,marurugangan,VB,1
2902,marurungog,VB,1
2903,marurungug,VB,1
2904,masabat,VB,1
2905,masabi,VB,0
2906,masabot,VB,0
2907,masabotan,VB,1
2908,masakit,JJ,-1
2909,masakop,VB,0
2910,masala,VB,-1
2911,masanay,VB,1
2912,masandigan,VB,1
2913,masarig,JJ,1
2914,masasabi,VB,0
2915,masasabing,VB,0
2916,masasanay,VB,1
2917,masasarigan,JJ,1
2918,masaya,JJ,1
2919,masdakol,JJR,1
2920,masdan,VB,0
2921,masibot,VB,1
2922,masibut,JJ,1
2923,masimbagan,VB,0
2924,masinggaya,JJ,1
2925,masinunod,VB,1
2926,masinunud,VB,1
2927,masiram,JJ,1
2928,masisilngan,VB,1
2929,masisimbag,VB,1
2930,masisimbagan,VB,1
2931,masisimbagn,VB,1
2932,masisiram,JJR,1
2933,masitas,NN,0
2934,masitasan,NNS,0
2935,masitira,NN,0
2936,maski,UH,0
2937,masukol,DT,0
2938,masungkat,VBG,-1
2939,masunod,VBG,1
2940,masusukul,VBG,0
2941,masusumu,VBG,-1
2942,masusunod,VBG,1
2943,masuya,JJ,-1
2944,mataba,JJ,-1
2945,matabangan,JJ,1
2946,matagas,JJ,-1
2947,matalbu,JJ,0
2948,matandos,JJ,-1
2949,matanos,JJ,1
2950,matarom,JJ,1
2951,matarom,JJ,1
2952,matarum,JJ,1
2953,matataba,JJ,1
2954,matataban,JJ,-1
2955,matatabangan,JJ,1
2956,matatakutun,JJ,-1
2957,matatarum,JJ,-1
2958,matatawan,JJ,1
2959,matatawong,JJ,0
2960,matatawung,JJ,0
2961,matawan,VBG,1
2962,matawu,DT,1
2963,materyales,NNS,0
2964,mati,JJ,-1
2965,matibay,JJ,1
2966,matigbak,VB,-1
2967,matikdul,VB,1
2968,matinabang,JJ,1
2969,matinao,JJ,1
2970,matinding,JJ,1
2971,matitigbak,JJ,-1
2972,matitipon,JJ,1
2973,matitipun,JJ,1
2974,matitis,JJ,-1
2975,matood,JJ,1
2976,matorog,VB,1
2977,matubis,JJ,-1
2978,matugbong,JJ,-1
2979,matuka,VB,-1
2980,matukran,VB,1
2981,matumba,JJ,-1
2982,matunton,VB,1
2983,matuod,JJ,0
2984,matupad,VBG,1
2985,maturan,VB,1
2986,maturog,VB,0
2987,maturogan,VB,-1
2988,maturug,VB,0
2989,matuturakan,VB,0
2990,matuturan,VB,1
2991,matuturog,VB,1
2992,matuturug,VB,1
2993,matutuuran,VB,1
2994,matuud,JJ,1
2995,mauda,VB,-1
2996,maudaan,VB,-1
2997,maudang,VB,-1
2998,maudit,JJ,-1
2999,mauditan,VB,-1
3000,maugak,JJ,-1
3001,maugmang,VB,1
3002,maulog,VB,0
3003,maulugan,VB,-1
3004,maumaliwan,JJ,-1
3005,mauman,VB,1
3006,mauran,JJ,0
3007,mauri,VB,-1
3008,maurot,JJ,1
3009,maurut,JJ,1
3010,mausay,VB,1
3011,mauuda,VB,-1
3012,mauuman,VB,1
3013,mauunasan,VB,-1
3014,mauyam,VB,-1
3015,mawut,JJ,1
3016,mayang,UH,0
3017,mayayaman,JJ,1
3018,mayis,NN,0
3019,mayna,UH,0
3020,mayo,RB,-1
3021,mayon,NN,0
3022,maystra,NN,0
3023,maystro,NN,0
3024,medalya,NN,0
3025,menor,NN,0
3026,mga,IN,0
3027,migbaha,VB,-1
3028,migbakal,VB,1
3029,migbakasyon,VB,1
3030,migbalik,VB,1
3031,migbantay,VB,1
3032,migbasa,VB,1
3033,migbasketbol,VB,1
3034,migbasul,VB,-1
3035,migbatloy,VB,1
3036,migbatluy,VB,1
3037,migbisita,VB,1
3038,migbunga,VB,1
3039,migbyahe,VB,1
3040,migdamay,VB,-1
3041,migdara,VB,1
3042,migdepende,VB,0
3043,miggalin,VB,-1
3044,miggamit,VB,1
3045,miggibo,VB,1
3046,miggulay,VB,1
3047,migiyan,VB,1
3048,migkaagko,VB,1
3049,migkaagku,VB,1
3050,migkahilang,VB,-1
3051,migkanta,VB,1
3052,migkaon,VB,1
3053,migkaun,VB,1
3054,migkuko,VB,1
3055,migkulug,VB,-1
3056,migkumpleto,VB,1
3057,miglabus,VB,0
3058,miglaga,VB,0
3059,miglikay,VB,1
3060,miglimpiya,VB,1
3061,miglimpya,VB,1
3062,miglinig,VB,1
3063,miglukso,VB,0
3064,miglunad,VB,1
3065,migluog,VB,0
3066,migluto,VB,1
3067,migluwas,VB,0
3068,migngayamon,VB,1
3069,migngayamun,VB,1
3070,migpabakal,VB,1
3071,migpagibu,VB,0
3072,migparugup,VB,1
3073,migpasaway,VB,-1
3074,migpatibay,VB,1
3075,migpila,VB,1
3076,migpuon,VB,1
3077,migpuun,VB,1
3078,migresibi,VB,1
3079,migrugop,VB,1
3080,migsabat,VB,1
3081,migsabay,VB,1
3082,migsalida,VB,1
3083,migsarita,VB,1
3084,migselebrar,VB,1
3085,migsilong,VB,1
3086,migsilung,VB,1
3087,migsimba,VB,1
3088,migsimbag,VB,1
3089,migsinuwayan,VB,-1
3090,migsipilyo,VB,1
3091,migsukul,VB,1
3092,migsunod,VB,1
3093,migsurat,VB,1
3094,migtabang,VB,1
3095,migtanum,VB,1
3096,migtapus,VB,1
3097,migtau,VB,1
3098,migtayi,VB,1
3099,migtinda,VB,1
3100,migtutturo,VB,1
3101,migtuturo,VB,1
3102,mimubu,VB,1
3103,mimurot,VB,1
3104,minamanda,VB,1
3105,minamandang,VB,1
3106,minamangno,VB,1
3107,minamangnu,VB,1
3108,minamantinir,VB,1
3109,minamawot,VB,1
3110,minamawut,VB,1
3111,minasunod,VB,1
3112,mingayamon,VB,1
3113,mingayamun,VB,1
3114,minggiro,VB,1
3115,mintras,VB,0
3116,mira,JJ,0
3117,mirendalan,NN,1
3118,mirindalan,NN,1
3119,misa,NN,1
3120,miting,NN,0
3121,molde,NN,0
3122,mudto,NN,0
3123,mudtu,NN,0
3124,naabut,VBG,1
3125,naabutan,VBG,1
3126,naagi,VBG,1
3127,naaling,VBG,0
3128,naamay,VBG,1
3129,naanap,VBG,1
3130,naapektohan,VBG,1
3131,naaprobran,VBD,1
3132,naapunan,NN,1
3133,naatian,VBD,-1
3134,nababanga,VB,1
3135,nababayad,VB,1
3136,nabagat,VB,-1
3137,nabakal,VB,1
3138,nabangga,VB,1
3139,nabanggi,NN,0
3140,nabari,VB,-1
3141,nabayaan,VB,-1
3142,nabayad,VB,1
3143,nabayad,VB,1
3144,nabibilog,VB,1
3145,nabibisita,VB,1
3146,nabibisto,VB,1
3147,nabibistu,VB,1
3148,nabigla,JJ,-1
3149,nabiliwan,VB,-1
3150,nabilog,VB,0
3151,nabinwit,VB,1
3152,nabisto,VB,1
3153,nabistu,VB,1
3154,nabobotan,VB,1
3155,nabuawest,NN,-1
3156,nabubutan,JJ,1
3157,nabubutangan,VB,1
3158,nabugtu,VB,-1
3159,nadadapla,VB,-1
3160,nadilinsya,DT,1
3161,nadipisillan,JJ,-1
3162,nadiskubre,VB,1
3163,naganunsyo,VB,0
3164,nagbababaoy,VB,0
3165,nagbababayli,VB,1
3166,nagbabado,VB,1
3167,nagbabago,VB,1
3168,nagbabakal,VB,1
3169,nagbabantay,VB,1
3170,nagbabarag,VB,-1
3171,nagbabarayliyan,VB,1
3172,nagbabarita,VB,1
3173,nagbabasa,VB,1
3174,nagbabasketbol,VB,1
3175,nagbabatang,VB,0
3176,nagbabatok,VB,0
3177,nagbabatuk,VB,-1
3178,nagbabayle,VB,0
3179,nagbabayli,VB,0
3180,nagbabayliyan,VB,0
3181,nagbakal,VBD,1
3182,nagbakasyon,VBD,1
3183,nagbalak,VBD,0
3184,nagbalik,VBD,1
3185,nagbalyo,VBD,0
3186,nagbalyu,VBD,0
3187,nagbangon,VBD,1
3188,nagbangun,VBD,1
3189,nagbarag,VBD,1
3190,nagbarayliyan,VB,0
3191,nagbasa,VB,1
3192,nagbasketbol,VBD,1
3193,nagbatang,VB,0
3194,nagbatloy,VB,0
3195,nagbauy,VB,0
3196,nagbibiliw,VB,0
3197,nagbibilog,VB,0
3198,nagbibisa,VB,1
3199,nagbibisara,VB,1
3200,nagbibisekleta,VB,0
3201,nagbibisikleta,VB,0
3202,nagbibisita,VB,1
